,ar-0,ar-1,ar-2,ar-3,pr-0,pr-1,pr-2,pr-3,class-0-latency,class-1-bw,class-2-bw
1525,27,10,24,6,96,100,99,67,1.604648,7713.158130000008,3014.7731299999987
1526,46,32,4,5,99,84,49,39,1.601486,6996.145248499997,3510.8149060000014
1527,17,27,5,0,95,85,31,46,1.591586,7344.938515250002,3084.656000000003
1528,19,37,40,1,93,96,99,9,1.5996299999999999,7005.217077000002,4171.705246000004
1529,21,13,52,7,43,35,100,78,1.6086529999999999,3776.072262000002,5816.981790750004
1530,9,26,20,5,38,96,93,19,1.6070769999999999,8008.438351500008,2847.7299215000007
1531,14,19,11,20,61,100,60,84,1.5842200000000002,7721.519469500002,1863.9266487500008
1532,32,12,1,12,94,90,58,95,1.58716,7447.457313250002,2763.6229992500002
1533,3,27,30,5,27,55,82,22,1.615324,5350.524188750001,4967.153072249997
1534,21,13,21,10,100,90,100,75,1.59458,7295.9077355,3097.5759030000013
1535,30,10,29,7,83,74,80,19,1.591105,6333.719493749996,4246.298072999998
1536,26,16,14,25,100,87,55,91,1.579174,6930.907963500001,2288.649083749999
1537,9,35,18,28,61,85,88,77,1.586989,6307.175157749997,2683.25686525
1538,16,16,8,14,92,75,36,71,1.5944189999999998,6180.163620749999,3212.4876969999978
1539,13,33,4,29,80,80,95,86,1.592504,6514.998672749995,2312.099934250003
1540,40,0,19,18,88,38,73,91,1.602604,4015.0499342500007,5070.351363250001
1541,12,2,22,14,60,58,94,93,1.584412,5385.638474750001,4471.4200500000015
1542,14,17,26,14,57,92,97,65,1.598297,6805.349586750001,3255.75828375
1543,38,19,32,9,98,87,98,59,1.593181,6899.108884500002,3608.1504817500004
1544,26,18,1,22,91,88,46,99,1.5837379999999999,7487.730979250001,1870.0301650000006
1545,3,8,12,29,77,18,61,96,1.614018,2398.689983250001,4974.408148499999
1546,17,21,21,20,87,90,98,95,1.600071,6688.302756500002,2944.7102555000015
1547,8,10,17,36,48,88,80,98,1.57223,6211.192610000007,2346.7528814999987
1548,30,7,6,30,99,49,91,78,1.57171,4810.7659805,3938.3769037499983
1549,22,22,18,20,98,98,83,95,1.576522,7082.875966499996,2587.2814650000005
1550,24,6,37,15,72,44,97,41,1.597818,4538.3703730000025,4948.413372000001
1551,25,15,24,8,81,93,74,88,1.613941,6785.627601749998,3476.1714927499993
1552,33,11,10,20,90,99,83,91,1.588269,7730.203865000006,1849.458217250001
1553,40,16,39,0,95,54,98,51,1.617925,5310.8799457499945,5177.812575249998
1554,21,18,19,8,58,53,43,98,1.575194,5101.3171690000045,3831.2411305
1555,25,24,27,12,94,89,99,72,1.5906850000000001,7024.466992499997,3283.89763875
1556,13,1,19,15,73,74,93,84,1.5750389999999999,6405.286788749998,3584.223985499999
1557,20,18,22,17,83,77,92,69,1.5803639999999999,6338.300705250008,3459.2211242499975
1558,21,44,10,13,53,100,56,48,1.593415,8385.081290999997,1789.764165999999
1559,44,1,21,21,91,77,95,98,1.583691,6352.851391750001,3199.87535625
1560,1,20,25,13,12,48,100,84,1.811975,4782.443046499994,4873.702525499998
1561,9,26,24,8,34,96,90,29,1.599542,7542.539834249996,3100.302220999998
1562,20,20,12,14,100,100,98,87,1.5901969999999999,8150.0446802499955,1974.139212999998
1563,8,8,9,55,44,70,23,75,1.595103,5591.89677350001,1490.4344095
1564,20,18,10,6,97,94,60,65,1.6056439999999998,7817.593812000005,2827.866077249999
1565,20,0,42,33,93,39,97,75,1.597802,4134.410618499998,4264.442919749999
1566,9,24,28,8,97,93,71,81,1.5915279999999998,7218.812703000002,3423.442841250001
1567,19,9,32,36,54,33,90,92,1.6124450000000001,3759.489063249999,4211.70234725
1568,19,4,20,28,71,69,82,94,1.5760939999999999,6013.112069249995,3036.693334250001
1569,22,40,3,0,88,72,39,48,1.585846,6280.38167825,3575.5693895
1570,10,27,32,25,81,89,99,92,1.587747,5780.941248500002,3433.203696999999
1571,3,19,13,19,50,92,92,79,1.592617,7619.3523374999995,2123.746872749999
1572,20,19,1,19,47,100,80,42,1.6029149999999999,8177.263736250006,1267.9183482500002
1573,15,13,15,9,86,67,84,81,1.6015139999999999,5911.754367499997,4443.856475750005
1574,16,18,23,19,76,74,83,72,1.581449,5972.347260249994,3569.5171340000034
1575,11,18,17,17,68,87,92,91,1.582406,7004.997730750003,2886.4932047499997
1576,27,5,5,17,95,35,72,96,1.6141459999999999,3836.108445250002,5199.627878
1577,7,22,22,19,59,92,81,88,1.5897350000000001,6796.475649500003,2966.2716365000015
1578,8,11,7,32,31,67,32,89,1.574571,5720.3292849999925,2620.6076137500013
1579,3,21,6,23,26,93,100,84,1.61704,7241.694925749998,1934.0980065
1581,14,20,6,12,74,91,51,36,1.5915309999999998,7369.644643000001,2695.34230175
1582,11,10,23,6,58,57,65,36,1.5961500000000002,5499.740840000006,4563.4567720000005
1583,27,39,6,22,83,100,34,56,1.5917240000000001,8004.161120999997,1345.2672954999996
1584,14,21,17,1,57,99,81,49,1.613531,8306.592701499998,2817.107437499999
1585,31,14,14,29,99,87,78,87,1.586635,6822.539567249999,2160.4979042500004
1586,14,22,3,23,46,78,47,61,1.5886049999999998,6385.949850749993,2831.3589104999974
1588,10,20,16,37,77,28,29,46,1.58615,3887.7165322499964,3531.565663749998
1589,25,7,7,13,99,34,30,70,1.593394,3807.098868499996,3192.2578800000024
1590,20,9,21,16,88,75,94,91,1.600757,6234.98201175,3562.712669250001
1591,14,17,24,12,60,100,99,59,1.5858219999999998,7019.038200750003,3242.815732250001
1592,30,24,10,23,89,79,67,76,1.5801,6695.854664750003,2714.186906999998
1593,31,1,11,30,87,41,72,99,1.5880839999999998,4368.807076750002,4293.159247750001
1594,8,23,22,20,87,97,82,80,1.5865879999999999,6621.45614725,2996.5615275000005
1595,10,15,3,23,84,95,76,99,1.5964429999999998,7842.056749999997,1332.5059430000001
1597,22,30,20,21,93,99,75,84,1.576717,6623.165610999995,2922.073604500003
1598,9,33,23,25,81,100,88,88,1.584758,6290.094851749997,2929.173706750001
1599,33,51,1,11,66,85,72,38,1.593427,7047.492264749999,3186.286687499998
1600,20,21,22,23,75,88,88,65,1.5801370000000001,6341.633795000003,3039.7462837499984
1601,24,25,5,6,91,98,39,30,1.600133,8238.074780249997,2338.3224010000004
1602,13,4,29,19,91,64,55,79,1.599426,5620.547533500003,3796.2102902499996
1603,21,19,6,2,97,90,96,24,1.605729,7643.160818000002,3408.7514884999973
1604,28,24,17,3,91,86,77,92,1.601049,7358.689305249998,3621.2110517500005
1605,39,5,20,31,88,25,93,95,1.6128589999999998,3160.91656575,4837.601184249999
1606,12,17,3,22,87,80,58,92,1.57645,6533.412934499999,2838.5841809999997
1607,31,10,23,0,92,84,97,13,1.609208,7279.876468000004,4006.052016750001
1608,17,4,12,33,74,33,40,100,1.59556,3753.2734845000014,3840.785026499997
1609,18,2,41,33,53,17,95,99,1.6305209999999999,2392.1859252499994,4883.571862500003
1610,23,19,13,28,90,69,42,99,1.5724939999999998,6001.073124000001,2855.7825079999993
1611,23,11,22,5,80,67,78,57,1.5917979999999998,6024.878023250001,4603.326321000002
1612,46,6,22,9,86,89,90,26,1.585991,7319.785358499998,3191.255331
1613,23,21,24,1,93,79,93,91,1.609351,6828.533413250003,4237.048627000002
1614,40,20,15,11,97,59,59,85,1.591389,5357.249976499995,4406.042097499997
1615,52,5,2,13,99,60,5,74,1.586141,5788.45024074999,1047.3966592499996
1616,8,13,13,13,74,99,100,99,1.589883,8048.000335749998,2145.059109500001
1617,28,9,14,29,86,42,100,90,1.590001,4346.432685500002,4381.63638275
1618,31,18,1,34,98,41,73,95,1.581162,4323.782920250003,3946.3210112499987
1619,14,11,20,9,72,61,99,50,1.590536,5510.160925250002,4769.469499
1620,20,22,4,30,77,98,13,98,1.598503,7400.826218749997,998.972654000001
1621,24,11,17,38,89,93,100,65,1.585345,6243.134737500003,2237.160205749999
1622,7,19,22,28,90,96,78,97,1.5825580000000001,6327.548030000002,2778.158187000002
1623,24,8,40,25,78,74,100,89,1.579631,5345.5197780000035,3866.0287850000027
1624,23,21,21,14,100,99,91,90,1.588822,7281.063795249995,2883.1422327500004
1625,24,25,21,19,94,96,81,87,1.5831119999999999,6922.862533000005,2860.9883777500013
1626,23,9,21,9,96,58,76,97,1.58751,5472.2809795,4764.571188500002
1627,9,16,18,12,52,71,91,62,1.588647,6104.711295750002,4077.119826999998
1629,37,25,15,18,96,76,49,47,1.5845669999999998,6254.093648750002,3237.5299924999986
1630,27,16,20,1,66,59,63,38,1.6024180000000001,5639.586451750004,4577.091930749998
1631,7,28,10,17,46,89,57,88,1.587858,7319.39435149999,2492.4206742500014
1632,20,22,11,27,54,65,42,74,1.5898430000000001,5453.090669250004,3185.97793625
1633,22,9,10,10,99,99,51,73,1.594471,8244.960305750008,2114.6428599999977
1634,31,3,25,37,92,73,94,96,1.56798,5696.7496875000015,2835.2320209999993
1635,19,17,13,16,87,64,49,76,1.581743,5720.757244499999,3813.9224042499995
1636,21,22,22,15,95,100,91,63,1.5931250000000001,7062.962055999997,2984.328271
1637,5,9,28,8,38,43,96,50,1.614469,4415.678977250002,5485.348700500002
1638,19,26,15,7,51,89,32,35,1.597168,7184.116841499995,2864.1438475
1639,29,11,10,34,84,45,25,82,1.591434,4636.21497225,2778.1462650000003
1640,39,28,12,15,96,67,81,84,1.578635,5992.320776499998,3821.0642312500017
1641,2,17,8,50,43,43,35,94,1.62018,4409.863950000001,3049.8135095000007
1642,9,25,2,31,80,86,63,94,1.595393,7073.662281,1528.5015097500002
1643,2,0,8,54,52,21,76,99,1.6289319999999998,2720.5741444999994,4376.044274
1644,21,18,13,1,97,93,83,98,1.609225,7865.672111250004,3256.3412187500003
1645,18,23,14,17,100,98,76,70,1.598992,7646.526098749998,2261.1200820000017
1646,7,6,15,34,52,87,63,92,1.601935,6185.441018249993,2339.490653499998
1647,4,20,37,36,10,50,97,86,2.373237,4801.899195999999,3616.2650584999997
1648,14,19,16,22,66,83,82,92,1.5897700000000001,6549.967528500005,2853.6820402500025
1649,31,33,15,10,95,97,89,34,1.598973,7910.439968250003,2516.580818750001
1650,17,12,39,4,94,39,98,18,1.599953,4353.0762205,5432.186128499996
1651,16,10,34,13,91,54,81,62,1.597576,5051.971673249999,4827.215671249998
1652,39,24,17,7,97,66,97,53,1.593164,6000.3638265000045,4473.792315750001
1653,18,15,30,14,96,81,99,79,1.588943,6637.2382654999965,3484.5304487500002
1654,23,20,10,0,100,97,61,45,1.610082,8170.080184749999,2915.515897749998
1655,32,12,4,23,99,38,69,90,1.590587,4122.3669039999995,4720.884563500001
1657,21,6,26,9,73,53,81,63,1.599145,5149.453879749999,5033.065080499998
1658,17,2,29,16,49,11,92,93,1.613041,1621.0138800000007,6195.943356
1659,41,2,11,34,98,87,43,80,1.5826669999999998,6831.948758250001,1789.9668202500006
1660,4,9,66,2,36,78,98,92,1.628455,5317.924024250001,5514.4536497499985
1661,32,8,41,9,84,97,97,84,1.608495,6290.181873500001,4241.386652499998
1662,16,11,21,27,80,84,100,97,1.585491,6367.177961499997,2784.9495405000016
1663,7,13,35,25,40,42,91,79,1.6007479999999998,4341.000320750001,4613.862036999998
1664,39,7,20,2,100,50,53,28,1.5907900000000001,5037.853720749999,4452.826977750003
1665,14,50,14,17,38,97,83,94,1.581191,7750.260827000005,2193.8157095000006
1666,40,9,14,31,90,60,100,57,1.571064,5488.868951750005,3338.530062749999
1667,20,13,13,22,47,40,59,97,1.602443,4236.8113989999965,4610.202312249998
1668,17,41,16,5,37,80,98,87,1.598367,6812.672615999999,3974.98846
1669,7,14,19,26,67,72,78,91,1.5838329999999998,5956.723691999997,3139.0655035000004
1670,0,14,20,20,19,63,84,85,1.603275,5646.06070375,3884.2773417499993
1671,15,28,17,8,100,88,69,41,1.594992,7328.889370749999,3220.1898097499998
1672,15,4,44,35,33,42,98,83,1.5863369999999999,4305.874110749997,3873.0645164999974
1673,18,18,18,4,72,79,68,48,1.591228,6897.635462250004,4014.2548087499995
1674,32,0,27,30,99,62,90,91,1.57214,5474.8213294999905,3427.8559674999997
1675,22,12,21,38,67,69,51,72,1.585832,5684.696435249991,2665.7903192499975
1676,7,17,28,37,72,49,78,91,1.5926900000000002,4813.964369749998,3469.198942750003
1677,30,13,24,18,99,75,77,93,1.579812,6381.021738749999,3388.8959885
1678,37,12,7,6,100,34,44,38,1.580882,4175.891878000001,3969.72537175
1679,10,23,34,10,55,95,85,85,1.584152,6784.038544750002,3770.190476999999
1681,10,27,1,39,86,73,83,97,1.585202,6481.939554750002,1806.0994152500004
1682,31,42,16,6,96,95,61,22,1.594498,8069.729805249998,2714.130877
1683,14,21,15,14,69,100,81,100,1.585664,7957.476377500006,2231.4703454999994
1684,27,21,19,11,89,74,77,88,1.58724,6438.5688310000005,3851.9823552499997
1685,13,4,9,31,78,21,95,98,1.607288,2684.829234500002,5134.581327250002
1686,28,30,17,14,68,89,63,98,1.586986,7369.711399749999,2762.5739577500012
1687,30,2,3,32,99,55,67,100,1.581959,5078.814031000003,3584.0880875
1688,18,15,12,9,93,97,60,39,1.599732,8170.464038000006,2288.388014749999
1689,12,12,4,23,55,56,40,100,1.572338,5259.100195749998,3560.905456499999
1690,29,14,16,3,91,84,63,68,1.599448,7069.053651499998,3819.794655000002
1691,17,26,35,14,64,91,100,66,1.5779239999999999,6421.221494749997,3722.282648499998
1692,18,19,24,8,86,75,92,42,1.586958,6377.80428,4127.87794975
1693,20,11,16,20,85,56,99,95,1.574923,5225.932597749997,4110.944268249999
1694,27,32,35,0,59,76,88,24,1.607521,6598.603725250004,4597.587586500004
1695,16,32,18,5,84,99,75,89,1.603564,8236.116169500003,2564.463616249999
1696,45,10,8,26,93,96,75,87,1.5984159999999998,7320.526839249999,1747.9801175000007
1697,4,0,36,36,85,41,100,99,1.5935039999999998,4329.5562274999975,4009.9835407500013
1698,32,7,1,35,96,40,39,100,1.593421,4298.064706999998,3552.6525980000006
1699,11,18,18,9,58,99,100,50,1.5909010000000001,7992.409464249999,2510.1757042500008
1700,28,24,27,4,90,95,88,71,1.616701,7424.530984749998,3392.7845937500015
1701,28,28,22,17,98,98,89,77,1.5788579999999999,6995.284558749998,2938.133479
1702,30,25,16,4,99,83,52,54,1.59097,7144.004105749999,3597.7399345000017
1703,6,9,45,24,41,81,99,66,1.5949360000000001,5015.337463249997,4209.707973750002
1704,11,33,30,23,50,89,92,94,1.5866859999999998,6009.879111500001,3387.6013755000017
1705,28,8,25,23,72,80,95,94,1.582044,6191.980840000001,3169.6736804999978
1706,6,17,10,16,91,99,85,97,1.596233,8165.801764999999,1784.5725987500007
1707,28,24,8,19,100,88,58,91,1.5992579999999998,7032.936809749997,2584.2630854999998
1708,12,14,20,5,66,88,99,68,1.594998,7467.499971499997,3378.0920495000005
1709,21,30,14,19,98,99,59,92,1.5953140000000001,7424.917219500002,2221.7822064999996
1710,10,23,37,12,51,75,88,97,1.5851950000000001,6276.841165249989,3939.4855495000015
1711,3,8,28,37,96,63,97,100,1.5909170000000001,5379.945039750001,3099.6954457500037
1712,3,12,26,41,76,100,88,100,1.594476,5493.005512749999,2895.163296750002
1714,28,30,13,27,78,48,30,83,1.580609,4795.024395250006,3079.3488030000008
1715,11,16,12,15,76,87,67,83,1.613851,6676.168443500004,3086.6658692500005
1716,18,18,1,32,85,87,27,98,1.592828,7303.404808750003,1144.6797865000003
1717,33,16,40,0,83,86,93,54,1.6123219999999998,6974.881886749999,4179.220199999996
1718,37,38,3,8,95,99,43,51,1.600039,8412.318230499997,2118.4825892500007
1719,3,13,1,58,70,65,78,96,1.608827,5836.164949000001,935.4472162499992
1720,23,5,15,38,61,18,35,97,1.6152989999999998,2522.844075499999,3643.7249182499995
1721,15,28,13,2,88,89,90,70,1.6049820000000001,7646.690606249997,3415.1697157500003
1722,31,8,10,15,93,62,75,78,1.589477,5523.366927750002,4255.01823575
1723,10,27,8,29,35,95,27,86,1.600992,7047.300338749996,1585.9448900000002
1725,26,3,14,37,52,34,90,56,1.5980509999999999,3823.7333297500013,4166.039228500002
1726,21,24,7,31,54,53,47,75,1.5699809999999998,5137.033461250002,3524.4667527499973
1727,8,28,44,5,39,82,94,63,1.608974,6362.361908750005,4365.977049499998
1728,2,19,17,23,17,56,98,71,1.5908669999999998,5200.459958999997,4036.8258977500004
1729,16,4,19,9,84,65,99,89,1.6011440000000001,5666.544437750002,4545.915126500002
1730,18,21,9,12,81,95,86,96,1.593767,7786.24057875,2455.548047250001
1731,45,3,38,10,97,64,84,30,1.5851009999999999,5797.170398000005,4511.42311275
1732,11,6,36,24,87,87,95,76,1.58119,5601.617097750003,3671.1370970000016
1733,1,1,33,18,31,36,92,96,1.610495,4008.715151,4751.079084250002
1735,19,15,17,5,100,82,97,42,1.597385,7083.373070500003,3810.626269500002
1736,24,11,20,4,96,85,72,100,1.5961859999999999,7320.002318999997,3651.4639852499977
1737,25,2,25,2,93,9,86,78,1.616665,1435.0974564999985,6190.561057250002
1738,6,18,18,7,58,93,100,80,1.593187,7906.666992749995,2805.134057249999
1739,15,12,9,19,79,49,34,86,1.57806,4900.240898499996,3241.770266500001
1740,9,34,3,5,14,74,36,26,1.608883,6246.4368360000035,3525.9592517499977
1741,17,17,51,4,90,60,97,58,1.603621,5605.033634750001,5029.2968737500005
1742,35,3,7,26,100,76,55,84,1.571857,6568.727489749997,2601.264714500002
1743,14,7,21,16,79,52,97,81,1.580685,5081.865788999996,4498.962164999995
1744,21,17,33,21,56,79,92,84,1.5897000000000001,5982.234474750004,3546.5860379999986
1745,1,24,6,29,52,97,85,98,1.607451,7582.0672505000075,1251.81198
1746,28,33,28,6,84,84,89,22,1.59155,7200.282812500001,3561.4490542500002
1747,49,23,1,0,82,91,57,27,1.611841,7656.574248999995,3394.5417425
1748,11,27,6,16,92,92,81,39,1.589636,7801.446915500007,2146.4574324999994
1749,21,0,24,46,74,43,59,65,1.58866,4411.1442565000025,3390.9296980000004
1750,62,23,4,4,87,73,31,13,1.600827,6273.715495749998,3488.783835
1751,0,25,14,31,82,86,87,86,1.615987,6694.296599750007,2090.4695972499985
1752,23,16,21,4,96,84,100,63,1.596244,7175.4443665,3696.681262999999
1753,39,0,7,9,100,15,22,66,1.619316,3100.4321547500003,3356.6880227500014
1754,35,6,27,14,97,58,56,58,1.5860210000000001,5307.319164000004,4266.7555795
1755,11,7,20,27,87,45,84,98,1.5897890000000001,4588.576559000002,4249.960184250001
1756,8,34,31,6,41,100,98,84,1.602126,7284.011839499995,3549.598452750002
1757,13,22,25,9,64,93,98,78,1.589055,7401.047943999991,3133.6665162499994
1758,17,4,12,23,72,35,68,99,1.6130939999999998,3891.9448837499986,4837.266207750002
1759,4,11,23,22,94,81,99,95,1.5762939999999999,6656.941173750004,2930.650711000001
1760,18,18,18,17,87,82,79,91,1.584063,6632.815599000004,3166.9902802499982
1761,24,28,33,3,99,65,93,67,1.5908820000000001,5979.615451499991,4884.016514249999
1762,15,15,24,17,56,46,82,97,1.592136,4620.496036000002,4852.044586750001
1763,22,14,23,12,100,85,100,68,1.58688,7150.419951499995,3124.0677842500004
1764,41,10,14,2,78,84,32,68,1.5945610000000001,7080.816030000002,3124.0880477500004
1765,10,23,1,18,51,90,35,97,1.5885310000000001,7760.157584500002,1934.1230397499992
1766,16,25,24,5,61,95,96,100,1.619345,7660.8765150000045,3122.1354019999985
1767,0,20,23,13,37,93,97,94,1.619609,7285.460235999999,2927.1876834999994
1768,10,31,21,29,86,97,99,97,1.580852,6193.2480327500025,2789.9956682500006
1769,16,10,15,47,63,25,45,69,1.601541,3175.058363749998,4119.623899250004
1770,9,14,29,4,22,74,80,34,1.5946660000000001,6531.035902250002,4356.167317000001
1771,10,0,20,43,38,15,91,97,1.6233279999999999,2105.7486530000006,5399.433375749995
1772,20,40,5,26,46,86,25,99,1.591697,7122.083902250005,1685.793400249999
1773,8,12,17,11,66,97,87,53,1.596226,7840.892073749996,2474.3854985000003
1774,18,9,33,22,89,92,95,63,1.585782,6004.97960825,3499.888179500001
1775,1,25,16,23,75,87,72,70,1.605357,6868.817802999997,2500.739096750001
1776,17,9,10,15,98,69,85,96,1.586316,5991.17994425,3900.3562917500008
1777,31,22,6,24,90,100,67,64,1.593545,7689.899208000002,1453.3126375
1778,17,4,12,20,91,20,76,84,1.626817,2650.3074197500036,5249.0448945000035
1779,17,5,10,16,98,93,92,89,1.5934840000000001,7669.545412499996,2232.185601749999
1780,18,29,29,15,59,91,97,86,1.580365,6602.933411000007,3425.2715085000013
1781,11,5,9,45,63,84,80,99,1.591078,6403.32222075,1487.7545854999987
1782,15,17,24,17,89,96,90,80,1.5891579999999998,6794.096231999998,3085.731267250001
1783,3,2,39,38,91,46,95,92,1.613907,4494.6587089999975,3689.303397250002
1784,30,16,20,14,78,29,91,79,1.601335,3298.0287087500014,5445.445776249997
1785,6,12,30,44,51,48,90,99,1.588685,4655.944108250002,3285.297155
1786,17,19,2,15,87,95,23,68,1.58983,7987.532618250002,1652.0392884999987
1787,28,31,10,2,96,99,81,72,1.6174300000000001,8019.3293100000055,2941.4236542499984
1788,40,0,6,31,98,98,34,58,1.5986859999999998,7330.6024092500065,1325.0899337499993
1789,19,18,12,28,73,46,86,69,1.582595,4596.8139172500005,4213.331936999999
1790,0,14,10,42,68,74,86,100,1.617292,6202.964780000004,1870.7430374999997
1792,11,7,26,29,36,35,83,86,1.60457,3917.748931499999,4565.5071735
1793,21,28,22,1,89,97,53,41,1.606576,8185.495137499997,2927.1197304999996
1794,29,15,12,1,87,48,44,71,1.57469,4764.100314000002,3894.550801499999
1795,10,36,11,35,47,100,51,98,1.586228,6917.757986500002,1698.3735572500007
1796,41,33,22,1,93,95,54,69,1.603102,7900.396586500002,3173.792361500004
1797,29,13,12,18,95,68,100,72,1.5903969999999998,5843.2996277500015,3845.58677725
1798,26,40,15,18,69,89,93,91,1.583587,7515.398263499996,2357.2480692500003
1799,11,17,9,29,89,84,60,100,1.584165,6892.405747749999,1979.2020327499995
1800,15,35,25,6,51,85,56,62,1.5904600000000002,7257.353069499992,3429.7466277500007
1801,12,5,39,16,93,52,96,96,1.5877379999999999,5039.705036250001,4673.1019027500015
1802,15,20,18,2,28,78,71,34,1.610395,6624.1788865,4302.532673250003
1803,37,10,3,16,95,100,78,90,1.5993789999999999,8110.8880015,1680.6387915
1804,33,28,1,30,97,95,85,94,1.6048390000000001,7525.935171749998,1061.1784464999996
1805,7,9,22,14,55,54,98,70,1.582142,5206.1533905,4624.077081749997
1806,16,31,16,22,50,98,83,91,1.5827369999999998,7116.810079500002,2405.425309749999
1807,16,36,24,4,56,91,56,35,1.611033,7240.396739,3376.9547939999993
1808,23,35,9,11,48,79,24,98,1.588016,6348.319054500004,2574.8753544999995
1809,15,38,30,13,70,100,97,71,1.584671,6721.035240749996,3482.596870750003
1811,10,8,36,23,82,28,99,81,1.612251,3305.3910724999987,4523.320199000002
1813,19,53,2,19,95,87,84,31,1.592106,7205.587623249997,2419.445512999999
1814,25,34,1,35,47,95,22,67,1.600665,7492.796182999998,753.3037677499998
1815,10,14,21,22,90,70,91,100,1.577887,5918.598173750001,3465.064764249999
1816,33,8,13,2,88,100,89,27,1.6074709999999999,8458.697796999997,2589.6096222499996
1817,4,34,12,20,77,98,53,64,1.592126,7728.590965750002,1924.68643125
1818,36,13,32,14,99,52,98,81,1.595318,5019.942519249997,4793.552160999998
1819,16,8,17,15,80,89,83,97,1.5821109999999998,7347.04852075,2706.5885054999994
1820,24,30,19,25,95,100,71,90,1.577165,6791.874170500001,2512.6457219999993
1822,20,25,25,0,83,82,67,23,1.599319,7131.612299749994,4071.5658682499966
1823,41,18,8,7,84,52,94,23,1.600587,5206.671952500002,4972.847698750001
1824,7,10,31,1,54,20,84,30,1.606212,2597.9602354999993,6192.162038250002
1825,0,27,26,6,22,93,91,43,1.6324139999999998,7472.109794250005,3237.1616375000003
1826,30,2,27,29,92,82,96,86,1.5832700000000002,5840.775963749993,3130.2988540000006
1827,25,10,18,31,68,92,68,86,1.575861,6554.667948499996,2363.9154424999992
1828,30,11,5,14,100,69,12,84,1.589858,6195.945739500002,1600.40616925
1829,26,12,30,29,72,45,91,97,1.585363,4560.879467749998,4222.224948499999
1831,35,10,3,9,92,74,14,76,1.585527,6417.196987249997,1727.8349402500005
1832,20,20,18,7,76,61,86,47,1.585004,5657.447577249999,4801.1398312500005
1833,5,35,26,30,81,97,99,84,1.612653,5662.024019999998,3143.1591507499984
1834,10,11,16,22,71,79,72,97,1.583988,6496.130227750003,2944.6196547500012
1835,8,36,17,34,32,90,99,88,1.588574,6235.371826249997,2359.1756832499987
1836,0,46,18,12,76,71,76,46,1.640685,6093.831063249999,4041.764736500001
1837,20,10,30,36,87,73,89,99,1.575206,5405.701399750003,3150.4249590000004
1838,18,20,17,14,88,99,100,84,1.591164,7631.108761250003,2533.3547590000016
1839,24,6,22,5,95,29,90,69,1.596029,3228.7538037499994,6185.995339250005
1840,5,14,28,18,67,69,100,72,1.587958,5804.527997250002,3797.00660875
1841,29,24,3,9,94,86,66,29,1.604975,7307.648658500003,3198.24814775
1842,31,25,3,26,46,43,98,42,1.583564,4524.844886250001,4332.473276750001
1843,1,36,17,24,28,94,56,97,1.611883,7077.6057284999915,2288.5537145000008
1844,14,9,12,16,96,81,67,97,1.61692,5791.845320249995,3666.6750900000006
1845,23,19,15,10,93,53,96,49,1.598513,5084.701777500003,4975.936414750002
1846,18,27,8,23,79,100,70,100,1.596759,7516.171933750003,1712.6119127500006
1847,21,23,27,10,70,77,95,85,1.581044,6675.093174000002,3743.5638907499997
1848,22,19,25,18,92,62,81,95,1.580887,5667.989254499999,3942.4204824999993
1849,26,24,6,22,89,89,61,95,1.589086,7423.9885805,1957.662107000001
1850,25,3,17,3,61,69,46,88,1.581712,6109.5476144999975,4099.932909249997
1851,20,36,4,15,58,100,48,57,1.6005479999999999,8484.817742249992,1431.7619792500004
1852,34,27,29,5,86,84,97,23,1.5992069999999998,7096.889019749999,3721.3444707500016
1853,9,10,26,22,78,54,100,80,1.585489,5076.833963499998,4127.4905202499995
1854,9,20,17,18,36,48,74,49,1.589544,4836.620092250001,4533.834458000004
1855,17,9,16,16,100,88,95,98,1.581576,7382.391691999999,2614.7925849999997
1856,11,14,22,21,52,87,81,81,1.594852,6495.356559250002,3081.2776085
1857,27,24,19,16,90,56,42,93,1.580912,5079.246760749999,3848.3369359999997
1858,13,27,46,11,31,87,99,27,1.5943209999999999,5805.832148999999,4475.754501000001
1859,24,13,55,5,50,84,93,80,1.604631,5773.597955000003,4810.594321250002
1860,34,1,11,29,100,48,82,91,1.583233,4818.0305955,4023.7808232499997
1861,25,22,17,1,88,91,78,39,1.614859,7605.3738605000035,3474.9746327500015
1862,14,9,17,18,88,74,98,88,1.568946,6520.470382750001,3267.649410000002
1863,1,0,39,39,99,48,99,91,1.624184,4454.5471672500025,3706.3348292500004
1865,10,34,20,30,25,43,46,51,1.585602,4549.256563499995,4019.4892882500003
1866,17,14,13,27,62,75,100,91,1.5742479999999999,6192.920210499997,2846.1742385000002
1867,0,25,26,1,6,90,98,49,7.001414,7634.541989249997,3588.5703572499997
1868,51,0,17,23,97,99,55,52,1.5776249999999998,7071.650025499995,2381.86120975
1869,4,18,12,16,78,92,87,85,1.59848,7811.50698925,2181.1580655000002
1870,28,9,41,17,97,99,94,49,1.5752359999999999,5744.348763750004,4066.4064892500014
1871,31,18,18,12,83,39,53,90,1.588449,4210.140703249998,4481.46581725
1872,36,15,40,6,94,53,100,29,1.598555,5155.801774000002,5115.4029375
1873,27,16,22,32,88,36,79,93,1.615001,4028.4466729999976,4280.53259775
1874,20,18,18,17,99,83,79,97,1.580431,6936.0673425,2953.5174389999997
