,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,class-0-bw,class-1-bw,class-2-bw,class-3-bw
173,8122-1642665937,1.584007,5.794583,8.083922,8.598071000000001,49,92,87,93,13,24,27,28,505.7859417500001,5998.973846500003,3091.1803250000007,2838.318349000001
174,64854-1642659018,1.57672,6.041373,6.612766,8.932701999999999,48,62,66,85,14,11,18,24,505.71799325,5590.281487750001,3640.9962177500006,2654.442787999999
175,5007-1642665565,1.5976629999999998,4.232094,8.214732,11.746389,47,86,79,73,7,49,16,17,505.868196,6904.989481249996,2934.6334930000025,1986.6383094999999
176,88896-1642661858,1.591788,5.150681,8.757707,9.217814,54,86,85,84,1,13,22,25,505.73348949999973,6454.813483499999,2846.0526452499994,2630.1157484999976
177,9601-1642666083,1.578884,5.510941,8.607946,7.873543,34,68,49,66,6,23,13,31,505.89442175,5878.258943999995,2880.9368600000007,3160.2227672500007
178,98720-1642662997,1.617441,4.880146,7.539489,9.071288,65,82,92,90,7,24,25,26,505.58328650000004,5726.885792999995,3300.4701142500016,2790.030240250001
179,93907-1642649111,1.6023900000000002,4.79242,8.311028,10.712379,27,78,77,95,0,20,16,22,505.68699775,6482.230425500009,2964.526414249998,2445.275783249999
180,98182-1642662925,1.603356,4.641356,7.957077,7.700958,67,78,100,89,13,37,6,33,505.52725749999996,6135.75935125,2317.1961312500002,3271.5046400000024
181,43657-1642656569,1.603832,10.169408,3.632709,7.925691,89,33,74,44,7,20,5,23,505.37705450000004,3753.277062500003,4818.897246749996,3045.288324999996
182,10283-1642652688,1.606496,4.279175,7.804132,26.311554,58,91,78,36,11,21,23,3,505.50222350000007,7639.412878250001,3318.806888250001,588.3133412499999
183,33957-1642655449,1.614274,3.973276,7.896346,12.209256,62,93,47,87,13,52,23,8,505.4605005000002,6977.832317249997,3136.001826499999,1562.6347070000002
184,5679-1642665644,1.607088,16.624651,2.867775,7.251893,62,16,97,93,10,1,20,19,505.692959,2015.3415197499999,6180.384159999997,3276.9191250000017
185,13851-1642666587,1.5773039999999998,5.156646,8.414995,9.330615,44,90,72,77,14,17,24,25,505.8348172500002,6395.313741249999,2938.2920275000015,2618.8802739999996
186,26269-1642654547,1.601983,6.102905,4.499308,14.315042,55,65,79,46,18,20,20,0,505.6142804999999,6019.222737249991,4925.0650415,566.896201
187,105692-1642650514,1.6597439999999999,4.407638,14.403666,7.521618,36,99,34,91,0,45,0,35,505.23996275000013,7273.621563000002,895.1163297499997,3367.171288000002
188,87188-1642648354,1.590214,5.033411,6.62863,13.086918,96,76,42,62,38,26,3,1,505.7454105000001,6687.071320500001,3773.167134250003,1202.782393250001
189,75115-1642660241,1.590706,4.995367,6.482974,18.546959,94,93,95,60,32,12,37,6,505.69176699999997,6848.134994000002,3957.1607104999994,887.5954152500005
190,50536-1642657369,1.595632,7.773109,4.25545,10.179819,88,48,91,86,19,6,18,14,505.5415627500001,4789.06035525,4977.854491499997,2026.9846920000005
191,10723-1642666241,1.6106349999999998,4.486681,6.845335,17.685452,44,83,57,97,8,41,25,3,505.5010309999999,6952.557564250003,3812.789916000001,854.7437202499997
192,79485-1642647435,1.584744,4.565933,8.783004,10.793139,60,87,61,89,13,12,19,21,505.8753485000001,6986.805200750003,2644.038200499999,2290.8496855000017
193,108298-1642664317,1.598765,3.94654,9.057736,20.361616,81,95,48,34,24,28,9,4,505.62500925000023,8005.775212750002,2807.258367,823.8506307499997
194,99554-1642649783,1.6008589999999998,12.671124,5.964901,4.252518,100,23,41,86,14,4,14,27,505.6285855,2979.626654999999,4088.102579500002,4535.363913749998
195,107153-1642650683,1.617814,4.084681,8.818177,36.571632,45,100,81,33,5,36,22,0,505.3937427500002,8235.065938250003,2917.768954,270.14493924999994
196,110251-1642664570,1.605286,4.249627,8.299665,19.271868,42,98,92,74,5,21,23,6,505.54394649999983,7841.131686749999,2962.2328290000014,879.8837670000004
197,72017-1642659893,1.5885509999999998,5.594127,6.659584,9.460997,85,76,95,75,18,2,31,25,505.7775977499999,5663.483143000003,3546.050787750001,2717.89312375
198,113939-1642664981,1.568909,6.854069,5.944489,8.335327,75,53,86,99,13,14,16,27,505.8240892500001,5030.568835999996,3974.7560015,2882.3208797499988
199,104626-1642663908,1.61605,10.404424,4.90661,5.6853739999999995,60,33,97,68,17,5,32,38,505.5034155,3749.5827685000013,4275.344609250003,3617.06614425
200,82591-1642647774,1.578531,4.407591,8.108235,11.906126,95,83,91,100,14,9,14,17,505.76925300000005,6771.911378499999,3088.678122,2008.6538772499996
201,90237-1642648687,1.7498619999999998,5.55209,7.8973569999999995,8.483478,13,87,95,99,1,19,27,29,504.5711990000001,5874.241590000003,3147.4924062500027,2897.360323
202,2282-1642665239,1.621241,12.736722,2.7845779999999998,9.175972,63,26,92,28,2,12,39,11,505.5379865,3061.0501760000006,6145.876647499996,2294.2316532500013
203,19070-1642653672,1.609268,12.371713,3.402013,5.714039,41,25,62,95,22,2,9,26,505.53441000000004,3080.3287042499996,4735.209940499999,3780.043128500002
204,13450-1642653014,1.5889419999999999,6.869579,6.88682,7.026206,61,50,38,75,13,15,12,11,505.58805525000014,4800.494906999996,3584.2323307499987,3458.5297129999985
205,12315-1642666406,1.612469,4.020758,11.612021,9.367047,60,95,60,100,2,21,0,27,505.7406434999999,7461.495397750003,1279.9894807499995,2849.0066550000006
206,78215-1642660594,1.573972,7.025134,7.413064,6.898228,79,84,85,93,14,3,33,37,505.88846175000015,5126.783845249998,3282.7186604999993,3494.1399094999974
207,54124-1642657778,1.6006529999999999,12.498001,2.7080859999999998,8.675104,85,28,96,83,20,10,41,10,505.59163149999995,3125.429151750001,6048.650742249998,2293.90978625
208,27241-1642654648,1.678107,4.994357,8.223338,9.626044,79,89,62,87,0,46,24,24,505.37109425000017,6233.291623999999,3063.0457405000016,2587.486505499999
209,1835-1642651695,1.61366,3.910241,8.350853,26.402641,99,97,86,57,25,21,16,2,505.65361850000016,8150.576348499998,2924.724815749998,485.78381724999974
210,28827-1642654828,1.611951,9.820557,3.530107,8.000175,88,35,98,95,14,5,22,21,505.47599625,3809.8180279999997,5091.906783999998,2763.7195577500006
211,110236-1642651037,1.608832,5.854926,6.207015,10.886628,90,76,95,100,3,25,38,18,505.5522915000002,5795.235634750002,3912.520409250003,2145.185469000002
212,53580-1642657699,1.610716,12.03296,6.8956,3.395314,82,22,33,93,32,9,4,49,505.68938249999997,2951.6494264999997,3480.30090425,5047.2950935
213,68337-1642659430,1.578212,5.518777,7.16585,9.268856,73,66,85,76,23,21,11,25,505.88011725,5780.773163749998,3407.89914025,2738.5413642499993
214,17072-1642653446,1.577488,5.034108,8.046049,9.565611,95,75,86,97,11,15,22,24,505.79309374999997,6253.523822999996,3048.9838140000015,2589.3592834999995
215,81296-1642660971,1.577593,4.559918,9.116573,9.323756,88,79,61,71,18,18,9,26,505.80620750000014,6524.909735749998,2597.103120000001,2745.956182000001
216,88757-1642648499,1.589827,6.641477,6.182819,8.691585,85,55,86,54,19,29,17,26,505.77759725000016,5129.536389499997,3923.490047000002,2829.2572497499987
217,64360-1642658982,1.616185,7.171305,3.754901,10.844299,77,55,90,65,2,8,42,2,505.4605002500001,5313.906668750008,5108.932256500003,1059.8921764999993
218,25784-1642654498,1.579202,5.218401,7.380558,9.540111,88,71,99,81,16,21,23,23,505.8586595,5973.950625250008,3383.9082725000017,2524.5356562500015
219,38578-1642655965,1.6061619999999999,5.53222,5.894354,11.447053,57,88,91,86,26,0,38,17,505.66196425000004,5927.438736249999,3898.5776919999976,1986.30332975
220,75897-1642647022,1.5886040000000001,6.892081,4.381784,10.632311,95,53,92,35,32,1,32,13,505.69415175000023,5054.682491250002,4808.193443749996,1887.1128574999989
221,101506-1642650017,1.5943109999999998,5.851023,6.901345,8.908253,98,87,100,99,35,1,33,27,505.68342225000015,5690.317154500005,3453.819753250002,2775.7906912500002
222,13746-1642666565,1.632309,4.906649,6.231749,34.105503,40,90,94,51,2,32,40,0,505.49268700000016,7057.304380999999,4180.505277,306.78629874999973
223,35422-1642655615,1.593308,4.851046,6.43541,16.178135,88,78,66,32,28,20,16,6,505.68938225000005,6731.953618499995,3935.9188084999982,1061.0496990000004
224,68793-1642646174,1.580962,5.590012,6.6601420000000005,10.386684,97,80,100,72,31,7,34,21,505.68342199999984,5883.2025512499995,3669.3382267500015,2338.8707647500005
225,9134-1642652530,1.598252,3.905726,13.495069,10.325697,52,95,25,46,21,41,0,21,505.7668687499999,7989.360094750004,1251.1944752499994,2465.3387072499986
226,70254-1642646360,1.6788189999999998,6.675232,4.58954,13.635184,60,73,88,29,0,32,51,10,505.32460200000014,5648.373362999995,4636.665581999999,1415.3158667499995
227,102103-1642650095,1.5970469999999999,10.530696,3.778598,7.458238,75,33,88,99,10,7,22,25,505.53202600000003,3743.9954272499995,4877.647161249997,3024.7926712500002
228,21628-1642653992,1.6131989999999998,3.800906,8.378416,11.262475,80,97,61,95,8,12,10,18,505.501032,6931.388380000004,2498.733997749999,2211.0188025
229,76458-1642647105,1.599538,7.326812,6.532601,7.155165,29,67,97,95,3,11,36,34,505.6178567500001,5228.19638425,3389.31441225,3214.2663017500004
230,82327-1642661101,1.602484,6.219917,9.492721,6.026055,78,100,72,99,2,9,24,42,505.77998274999993,5629.996061249999,2606.4717785000003,3653.508426750002
231,44806-1642656705,1.592986,3.821403,10.460441,15.376267,99,99,72,55,19,16,7,10,505.72156925,8301.910163750003,2096.2834357500005,1274.9028212500002
232,110001-1642651012,1.588434,5.515531,5.66064,12.786283,73,91,100,62,29,7,41,14,505.6262010000001,5777.242185249998,4220.882653750001,1770.4105384999991
233,73582-1642660054,1.6063619999999998,4.745623,6.1715160000000004,30.869558,87,80,75,3,17,44,18,0,505.66315624999993,6921.094658500001,4284.514188000001,319.78487974999996
234,11969-1642652866,1.610274,4.091911,8.038485,20.168909,92,99,85,43,10,28,23,5,505.4891099999999,7698.465586249996,3060.8522895000006,789.6137244999998
235,66983-1642659309,1.5885509999999998,4.09003,11.365953,13.32634,88,100,93,52,28,32,11,14,505.8157444999999,8251.270055999994,1868.3516979999986,1643.1820392500006
236,45294-1642656779,1.5875219999999999,9.600752,4.530162,7.420449,37,38,99,54,19,2,44,28,505.70249549999994,4070.1758887499977,4572.981594250002,3090.4066552500026
237,99015-1642649740,1.590309,3.965564,8.811798,14.958518,66,92,59,60,29,18,4,10,505.8622357499999,7725.001575500006,2709.807157249999,1301.8608084999996
238,91511-1642662186,1.5766740000000001,4.587382,8.354854,11.051506,59,81,92,77,27,23,19,19,506.0005187500001,6876.055001250002,2884.7467882500005,2129.8635029999996
239,6605-1642665761,1.586495,4.356291,8.26967,10.500546,89,98,81,72,19,17,18,21,505.95760275000004,6960.382460750002,2611.8373885000005,2304.9950592500018
240,108246-1642664315,1.598658,12.739304,2.757816,8.673687,81,27,89,99,67,14,10,0,505.64050725000016,3049.7372142500003,6185.569764000003,2180.5477154999985
241,87678-1642648410,1.6103109999999998,5.662248,6.9498,8.331757,75,62,73,95,0,2,23,29,505.5844775,5419.917104499998,3466.5513035,2973.554134749998
242,8157-1642652405,1.5806559999999998,4.308647,11.789664,8.844982,70,86,24,99,13,15,3,23,505.72752925000003,7308.545112750001,1754.4758310000009,2741.5299424999994
243,100985-1642663434,1.5788440000000001,4.609017,8.234521,11.139317,86,82,45,72,34,13,8,14,505.9123044999999,6532.5534347500015,3156.877754250002,2162.0249752500004
244,70743-1642646437,1.5982319999999999,4.253273,7.870254,11.487695,56,85,98,57,8,29,9,18,505.7620987499999,6738.9726625,2951.7936702499983,2097.34201325
245,93075-1642662331,1.586215,4.729058,7.014507,15.4831,62,81,69,88,9,23,17,8,505.77521349999995,6894.123556749995,3646.9221119999997,1199.1572382500003
246,7669-1642652358,1.594204,3.898405,10.387493,13.842353,79,96,45,54,10,20,7,11,505.6703100000001,7885.549068000009,2278.641464250001,1543.6983112500009
247,44160-1642656616,1.600188,5.183212,5.598526,18.225573,86,74,86,23,32,9,3,4,505.56182800000016,6480.469704499997,4386.0578535,771.0802547500001
248,66321-1642659209,1.6078160000000001,4.163479,8.255259,33.336662,60,95,81,3,13,20,16,0,505.43546725,8052.239418999998,3167.6805005000006,293.1785584999999
249,111329-1642664649,1.575554,5.843724,10.933973,6.01647,39,92,65,98,11,14,18,44,505.92899325000013,5956.6760082499995,2239.3226630000004,3683.353662500001
250,24756-1642654352,1.617776,3.952056,8.545443,23.409279,99,99,98,43,20,16,19,2,505.48315024999994,8223.026990250008,2763.5490917499974,499.2914220000001
251,13398-1642653004,1.5799889999999999,7.012811,6.557071,7.510427,87,51,38,34,13,18,25,14,505.8479310000001,5106.583833249998,3505.4337982500015,3240.362404249999
252,101472-1642663496,1.595634,9.422808,5.326906,6.064948,88,37,95,97,21,5,27,37,505.64289049999996,4082.157610749997,4134.9446777500025,3576.201199000001
253,4006-1642651966,1.60061,4.136735,7.801961,12.141295,100,88,73,80,45,37,0,14,505.7358740000001,6976.6819474999975,3057.116269999999,1743.3261864999993
254,22705-1642654114,1.5902509999999999,7.383496,4.736994,8.862808,95,49,62,87,36,15,17,19,505.8026307499999,4816.225767249998,4380.303621500002,2612.8637785000005
255,14963-1642653198,1.625479,14.502314,2.7728900000000003,5.620406,64,17,89,85,17,4,40,27,505.4283137500001,2374.1650584999998,5246.554613250003,3783.458469500001
256,16046-1642653343,1.587003,4.035195,10.199974,13.606167,77,99,44,99,29,36,16,12,505.6869989999998,7959.737781250004,2355.7698742500024,1510.9753617499994
257,13503-1642653016,1.590878,4.233696,11.527721,10.256688,100,91,62,75,40,0,1,24,505.70130375,7565.5400754999955,1582.3841080000007,2567.704914749999
258,53093-1642657653,1.583939,4.459147,9.680978,9.368107,95,82,42,78,25,6,14,24,505.88727,6763.128041250001,2417.8218837499994,2701.935769749999
259,2440-1642665284,1.609777,5.077402,6.472264,13.081768,84,98,84,87,2,21,34,13,505.37109324999994,6518.523694500001,3645.94459375,1619.3151470000003
260,92536-1642662262,1.600933,4.6797509999999996,6.372514,27.364187,100,81,75,18,32,40,24,1,505.691766,6948.590278250007,4187.011719,454.3840879999997
261,98234-1642662964,1.610204,12.18235,3.215033,6.330793,99,26,65,66,46,15,33,3,505.55944450000004,3211.9393309999996,4752.024411749999,3591.1786545000004
262,27294-1642654649,1.6185079999999998,4.86661,6.844369,19.991245,57,93,97,67,3,32,35,5,505.4724212499999,7033.954857249994,3825.557232,785.9230032499994
263,32930-1642655309,1.607395,4.078806,8.145192,14.946795,66,100,100,68,5,18,18,9,505.58209450000004,7504.800559500002,2826.2507902500024,1292.0773037500005
264,37061-1642655810,1.593039,4.103889,10.976736,10.779874,84,98,97,79,25,27,9,21,505.72633750000017,7650.378939750006,1803.2085904999992,2297.4205012499992
265,34934-1642655559,1.577522,4.487642,8.289642,12.00034,83,82,58,97,13,14,7,15,505.89919075,7051.680088249998,2992.609740750001,1829.0889272499999
266,77623-1642660545,1.59516,4.539095,7.130519,15.757452,100,82,86,66,21,17,16,8,505.66792475000005,6893.947125249997,3652.026654250001,1140.9115784999995
267,5100-1642652072,1.588848,5.51035,5.521556,17.24501,83,76,99,42,37,11,43,6,505.6059359999999,6242.861747,4490.426778249999,979.2625889999997
268,105153-1642650423,1.602415,10.793876,3.065706,8.136881,100,32,100,56,29,3,17,16,505.6047437500001,3570.189476749998,5178.793670000003,2890.700102
269,25245-1642654388,1.593165,6.803056,4.724036,10.799461,83,55,97,89,28,1,38,13,505.64765949999986,5159.451960750004,4716.464284249999,1859.14516375
270,90724-1642648739,1.593906,5.791949,8.446416,7.636777,36,79,97,83,13,24,25,33,505.6548110000001,5593.322517249997,2996.460199749998,3267.0605172499977
271,65393-1642659101,1.6147019999999999,4.347499,7.712742,28.145712,91,94,91,24,25,41,27,2,505.55229200000014,7837.092878499999,3220.978974749999,483.6070522499998
272,92050-1642662225,1.60041,4.256909,7.275455,13.333859,92,87,98,69,6,15,16,12,505.85508375000006,7010.346648749996,3227.740528249999,1541.3379679999994
273,13903-1642666604,1.630592,15.868364,2.764387,5.336503,76,13,73,78,23,1,19,25,505.3973192500002,2120.540140499998,5139.682293749999,4092.251061999999
274,96469-1642649430,1.598858,4.286566,9.458673,11.311451,83,87,61,99,1,18,13,19,505.8491222500001,7397.720813749999,2377.601860750001,2099.2600925
275,96417-1642649410,1.577618,5.64314,6.9616489999999995,9.860201,85,65,79,93,16,16,13,23,505.7775975000002,5650.449989750005,3657.09304725,2546.2782390000007
276,90032-1642661999,1.578942,8.518294,6.436276,5.507581,80,43,86,94,20,4,24,42,505.81335975000013,4523.810147750008,3499.91440775,3821.6555140000037
277,99746-1642663171,1.594015,4.2982759999999995,8.161381,20.532063,100,90,66,87,20,16,13,5,505.63573825,7747.78246825,3141.086101000001,802.5348155
278,71043-1642659766,1.5747559999999998,4.893922,8.45943,9.147262,95,74,74,98,33,22,12,26,505.83243375000006,6300.333737499999,2847.383023249998,2712.675331499999
279,63870-1642658937,1.607773,10.168506,3.388198,7.881972,93,35,96,99,8,8,34,19,505.51176125000006,3850.773569499999,5078.030825000001,2713.5550959999996
280,56719-1642658102,1.590472,4.198769,9.463358,10.051159,88,87,90,76,28,37,4,23,505.7156082500002,7141.5436272499865,2170.5079072500007,2482.3093417499986
281,51022-1642657444,1.602746,6.025643,5.399821,11.844652,98,76,94,36,29,0,42,15,505.55110000000025,5791.821479999994,4125.938417000001,1871.79088625
282,99799-1642663201,1.60831,4.036647,9.778377,22.541573,73,98,41,34,8,50,17,2,505.6345460000001,8323.578835,2604.314088250002,657.9065319999996
283,17613-1642653534,1.582933,5.5791450000000005,5.243248,12.285235,60,65,70,53,21,4,14,10,505.76925225000014,5800.850392250002,4405.143262,1557.6279147499988
284,5627-1642665616,1.5877379999999999,4.169175,8.898295,12.876751,71,92,88,97,14,20,17,14,505.7096487500002,7291.414738250001,2729.307413499999,1742.5763614999996
285,26926-1642654623,1.590796,5.557658,5.76085,11.863344,56,66,100,98,11,11,19,13,505.7954785000001,5761.445758250005,4271.9995972499955,1704.6844952500014
286,1294-1642651635,1.5981429999999999,3.907089,11.44149,11.43021,89,97,94,98,10,19,5,19,505.67746149999977,7929.307222750001,1603.53064625,2135.230302000001
287,8175-1642665940,1.623345,9.955087,2.71252,7.852874,95,36,74,46,6,30,57,5,505.731107,3991.3880835000014,5174.055099500001,2411.209344250001
288,72744-1642646665,1.5935389999999998,4.130694,9.05457,13.054395,96,98,90,85,20,25,16,14,505.6869980000001,7722.365856500002,2431.174517000001,1656.2998277499994
289,14876-1642666726,1.573785,6.832978,5.921011,8.701051,91,55,93,77,26,13,13,24,505.76209975,5145.348310500004,4048.68006725,2667.5724992500022
290,56667-1642658100,1.596779,9.662631,4.964655,6.047368,92,37,51,98,31,7,6,33,505.71203174999994,4103.9562240000005,4190.359116750003,3472.424745500001
